"Date","Reference","Category","Outcome","Type","Priority","Status","Score","Venue","Reported By","Assigned To","Severity","Area","Teams"
"01/01/2020 10:18","SEC000993","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","Satish Kumar","Moderate","-","-"
"24/05/2024 10:16","SEC000992","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"24/05/2024 10:14","SEC000991","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"24/05/2024 10:13","SEC000990","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"24/05/2024 10:11","SEC000989","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"24/05/2024 10:09","SEC000988","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"24/05/2024 10:08","SEC000987","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"24/05/2024 10:07","SEC000986","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"24/05/2024 10:06","SEC000985","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"24/05/2024 10:04","AA000984","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"24/05/2024 10:03","AA000983","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"23/05/2024 18:06","AA000982","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"23/05/2024 17:44","SEC000981","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"23/05/2024 17:31","SEC000980","Security & Crime","Violence","Verbal Abuse","High","Escalate Incident","-","Automated Name 06_09-23-43","Satish Kumar","-","Minor","-","-"
"01/01/2020 17:21","SEC000979","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","Satish Kumar","Moderate","-","-"
"23/05/2024 17:19","SEC000978","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"23/05/2024 17:17","SEC000977","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"23/05/2024 17:16","SEC000976","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"23/05/2024 17:14","SEC000975","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"23/05/2024 17:12","SEC000974","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"23/05/2024 17:10","SEC000973","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"23/05/2024 17:09","SEC000972","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"23/05/2024 17:08","SEC000971","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"23/05/2024 17:07","AA000970","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"23/05/2024 17:06","AA000969","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"23/05/2024 15:15","SEC000968","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"01/01/2020 15:05","SEC000967","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","Satish Kumar","Moderate","-","-"
"23/05/2024 15:03","SEC000966","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"23/05/2024 15:01","SEC000965","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"23/05/2024 15:00","SEC000964","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"23/05/2024 14:58","SEC000963","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"23/05/2024 14:56","SEC000962","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"23/05/2024 14:55","SEC000961","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"23/05/2024 14:54","SEC000960","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"23/05/2024 14:53","SEC000959","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"23/05/2024 14:51","AA000958","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"23/05/2024 14:50","AA000957","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"23/05/2024 14:42","SEC000956","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"01/01/2020 10:00","SEC000955","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"23/05/2024 09:58","SEC000954","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"23/05/2024 09:55","SEC000953","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"23/05/2024 09:53","SEC000952","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"23/05/2024 09:48","SEC000951","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"01/01/2020 09:39","SEC000950","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","Satish Kumar","Moderate","-","-"
"23/05/2024 09:36","SEC000949","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"23/05/2024 09:34","SEC000948","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","-","Satish Kumar","-","Moderate","-","-"
"23/05/2024 09:32","SEC000947","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"23/05/2024 09:29","SEC000946","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"23/05/2024 09:28","SEC000945","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"23/05/2024 09:26","SEC000944","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"23/05/2024 09:25","SEC000943","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"23/05/2024 09:24","SEC000942","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"23/05/2024 09:23","AA000941","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"23/05/2024 09:22","AA000940","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"22/05/2024 22:24","SEC000939","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"01/01/2020 22:15","SEC000938","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","Satish Kumar","Moderate","-","-"
"22/05/2024 22:12","SEC000937","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 22:09","SEC000936","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 22:07","SEC000935","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 22:04","SEC000934","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 22:02","SEC000933","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 22:00","SEC000932","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 21:58","SEC000931","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","-","Satish Kumar","-","Moderate","-","-"
"22/05/2024 21:57","SEC000930","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 21:56","AA000929","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"22/05/2024 21:55","AA000928","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"01/01/2020 20:08","SEC000927","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 20:05","SEC000926","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 20:04","SEC000925","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 20:02","SEC000924","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 20:00","SEC000923","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 19:59","SEC000922","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"01/01/2020 19:56","SEC000921","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 19:54","SEC000920","Security & Crime","Violence","Verbal Abuse","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"22/05/2024 19:49","SEC000919","Security & Crime","Violence","Verbal Abuse","Medium","Under Investigation","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"01/01/2020 19:40","SEC000918","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","Satish Kumar","Moderate","-","-"
"22/05/2024 19:37","SEC000917","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 19:35","SEC000916","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 19:32","SEC000915","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 19:30","SEC000914","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 19:28","SEC000913","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 19:26","SEC000912","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 19:24","SEC000911","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 19:23","SEC000910","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 19:22","AA000909","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"22/05/2024 19:21","AA000908","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"22/05/2024 19:13","SEC000907","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 15:45","SEC000906","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 15:52","SEC000905","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 15:50","SEC000904","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 15:49","SEC000903","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 15:39","SEC000902","Security & Crime","Violence","Verbal Abuse","Low","Post Incident Analysis","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
